date, pm25, pm10, o3, no2, so2, co
2025/12/5, 19, 11, , 10, , 
2025/12/6, 22, 4, , 4, , 
2025/12/7, 13, 7, , 8, , 
2025/12/8, 20, 15, , 20, , 
2025/12/9, 43, 24, , 26, , 
2025/12/10, 59, 15, , 21, , 
2025/12/11, 46, 21, , 19, , 
2025/12/12, 45, 26, , 19, , 
2025/12/13, 63, 11, , 13, , 
2025/12/14, 30, 10, , 12, , 
2025/12/15, 30, 11, , 14, , 
2025/12/16, 29, 8, , 13, , 
2025/12/17, 21, 11, , 13, , 
2025/12/18, 24, 15, , 17, , 
2025/12/19, 40, 20, , 20, , 
2025/12/20, 54, 13, , 11, , 
2025/12/21, 42, 5, , 8, , 
2025/12/22, 16, 6, , 8, , 
2025/12/23, 16, 13, , 14, , 
2025/12/24, 38, 11, , 14, , 
2025/12/25, 35, 7, , 9, , 
2025/12/26, 22, 10, , 15, , 
2025/12/27, 31, 10, , 14, , 
2025/12/28, 31, 5, , 10, , 
2025/12/29, 13, , , , , 
2025/7/2, 39, 8, , 8, , 
2025/7/3, 18, 13, , 7, , 
2025/7/4, 34, 9, , 9, , 
2025/7/5, 21, 11, , 5, , 
2025/7/6, 24, 5, , 6, , 
2025/7/7, 15, 16, , 5, , 
2025/7/8, 39, 25, , 6, , 
2025/7/9, 67, 13, , 5, , 
2025/7/10, 26, 22, , 8, , 
2025/7/11, 50, 17, , 3, , 
2025/7/12, 41, 10, , 2, , 
2025/7/13, 28, 11, , 2, , 
2025/7/14, 33, 15, , 7, , 
2025/7/15, 44, 17, , 9, , 
2025/7/16, 47, 20, , 7, , 
2025/7/17, 48, 26, , 11, , 
2025/7/18, 61, 21, , 5, , 
2025/7/19, 52, 14, , 2, , 
2025/7/20, 38, 11, , 1, , 
2025/7/21, 26, 13, , 5, , 
2025/7/22, 30, 18, , 6, , 
2025/7/23, 40, 21, , 10, , 
2025/7/24, 47, 13, , 3, , 
2025/7/25, 26, 9, , 2, , 
2025/7/26, 27, 13, , 2, , 
2025/7/27, 37, 12, , 3, , 
2025/7/28, 35, 13, , 5, , 
2025/7/29, 34, 11, , 4, , 
2025/7/30, 29, 11, , 6, , 
2025/7/31, 25, 19, , 7, , 
2025/8/1, 42, 19, , 5, , 
2025/8/2, 43, 21, , 6, , 
2025/8/3, 52, 18, , 2, , 
2025/8/4, 47, 21, , 6, , 
2025/8/5, 47, 32, , 9, , 
2025/8/6, 64, 33, , 5, , 
2025/8/7, 61, 36, , 16, , 
2025/8/8, 64, 43, , 7, , 
2025/8/9, 67, 38, , 7, , 
2025/8/10, 68, 32, , 3, , 
2025/8/11, 63, 35, , 7, , 
2025/8/12, 67, 37, , 8, , 
2025/8/13, 73, 26, , 6, , 
2025/8/14, 57, 28, , 6, , 
2025/8/15, 60, 25, , 5, , 
2025/8/16, 59, 33, , 8, , 
2025/8/17, 70, 36, , 4, , 
2025/8/18, 76, 53, , 9, , 
2025/8/19, 100, 49, , 6, , 
2025/8/20, 120, 31, , 4, , 
2025/8/21, 80, 18, , 4, , 
2025/8/22, 45, 17, , 3, , 
2025/8/23, 43, 20, , 4, , 
2025/8/24, 50, 23, , 11, , 
2025/8/25, 55, 25, , 7, , 
2025/8/26, 50, 46, , 6, , 
2025/8/27, 73, 43, , 5, , 
2025/8/28, 72, 12, , 2, , 
2025/8/29, 20, 17, , 2, , 
2025/8/30, 33, 12, , 2, , 
2025/8/31, 28, 11, , 2, , 
2025/9/1, 22, 10, , 3, , 
2025/9/2, 21, 11, , 5, , 
2025/9/3, 26, 15, , 9, , 
2025/9/4, 26, 12, , 5, , 
2025/9/5, 26, 21, , 4, , 
2025/9/6, 40, 20, , 3, , 
2025/9/7, 34, 23, , 3, , 
2025/9/8, 43, 11, , 6, , 
2025/9/9, 27, 12, , 6, , 
2025/9/10, 25, 10, , 5, , 
2025/9/11, 22, 9, , 5, , 
2025/9/12, 17, 11, , 7, , 
2025/9/13, 20, 12, , 8, , 
2025/9/14, 25, 14, , 10, , 
2025/9/15, 30, 20, , 14, , 
2025/9/16, 44, 20, , 13, , 
2025/9/17, 40, 22, , 15, , 
2025/9/18, 43, 28, , 18, , 
2025/9/19, 53, 31, , 12, , 
2025/9/20, 51, 26, , 7, , 
2025/9/21, 56, 20, , 3, , 
2025/9/22, 38, 9, , 4, , 
2025/9/23, 19, 10, , 5, , 
2025/9/24, 20, 10, , 8, , 
2025/9/25, 21, 13, , 8, , 
2025/9/26, 29, 16, , 11, , 
2025/9/27, 32, 24, , 13, , 
2025/9/28, 49, 16, , 7, , 
2025/9/29, 37, 12, , 4, , 
2025/9/30, 25, 13, , 7, , 
2025/10/1, 25, 15, , 12, , 
2025/4/2, 45, 20, , 8, , 
2025/4/3, 32, 9, , 11, , 
2025/4/4, 18, 17, , 9, , 
2025/4/5, 26, 10, , 6, , 
2025/4/6, 12, 16, , 10, , 
2025/4/7, 35, 18, , 14, , 
2025/4/8, 31, 25, , 13, , 
2025/4/9, 33, 22, , 13, , 
2025/4/10, 39, 25, , 12, , 
2025/4/11, 41, 19, , 8, , 
2025/4/12, 34, 21, , 7, , 
2025/4/13, 40, 12, , 6, , 
2025/4/14, 30, 12, , 8, , 
2025/4/15, 24, 9, , 4, , 
2025/4/16, 7, 6, , 4, , 
2025/4/17, 9, 7, , 2, , 
2025/4/18, 10, 8, , 3, , 
2025/4/19, 15, 11, , 2, , 
2025/4/20, 12, 7, , 3, , 
2025/4/21, 12, 9, , 7, , 
2025/4/22, 15, 11, , 9, , 
2025/4/23, 18, 13, , 10, , 
2025/4/24, 25, 20, , 14, , 
2025/4/25, 33, 17, , 12, , 
2025/4/26, 33, 13, , 4, , 
2025/4/27, 25, 8, , 4, , 
2025/4/28, 11, 11, , 7, , 
2025/4/29, 16, 14, , 6, , 
2025/4/30, 20, 20, , 6, , 
2025/5/1, 29, 19, , 4, , 
2025/5/2, 34, 19, , 4, , 
2025/5/3, 33, 10, , 4, , 
2025/5/4, 13, 11, , 2, , 
2025/5/5, 14, 9, , 9, , 
2025/5/6, 13, 13, , 7, , 
2025/5/7, 21, 12, , 8, , 
2025/5/8, 21, 13, , 9, , 
2025/5/9, 35, 18, , 5, , 
2025/5/10, 21, 16, , 7, , 
2025/5/11, 28, 8, , 4, , 
2025/5/12, 16, 12, , 9, , 
2025/5/13, 24, 13, , 8, , 
2025/5/14, 19, 16, , 11, , 
2025/5/15, 30, 11, , 6, , 
2025/5/16, 16, 14, , 8, , 
2025/5/17, 24, 17, , 7, , 
2025/5/18, 32, 17, , 9, , 
2025/5/19, 36, 16, , 4, , 
2025/5/20, 19, 12, , 8, , 
2025/5/21, 20, 13, , 8, , 
2025/5/22, 25, 12, , 5, , 
2025/5/23, 26, 11, , 5, , 
2025/5/24, 15, 11, , 5, , 
2025/5/25, 18, 12, , 7, , 
2025/5/26, 29, 19, , 7, , 
2025/5/27, 31, 17, , 7, , 
2025/5/28, 29, 20, , 9, , 
2025/5/29, 39, 22, , 11, , 
2025/5/30, 40, 31, , 13, , 
2025/5/31, 52, 25, , 5, , 
2025/6/1, 44, 24, , 5, , 
2025/6/2, 45, 20, , 5, , 
2025/6/3, 42, 23, , 4, , 
2025/6/4, 40, 16, , 4, , 
2025/6/5, 34, 15, , 6, , 
2025/6/6, 25, 20, , 7, , 
2025/6/7, 34, 13, , 5, , 
2025/6/8, 23, , , , , 
2025/6/9, 50, 33, , 9, , 
2025/6/10, 51, 28, , 9, , 
2025/6/11, 45, 24, , 8, , 
2025/6/12, 41, 22, , 9, , 
2025/6/13, 54, 17, , 11, , 
2025/6/14, 32, 21, , 9, , 
2025/6/15, 34, 25, , 5, , 
2025/6/16, 48, 19, , 5, , 
2025/6/17, 24, 26, , 15, , 
2025/6/18, 30, 24, , 10, , 
2025/6/19, 29, 26, , 9, , 
2025/6/20, 31, 16, , 7, , 
2025/6/21, 15, 22, , 5, , 
2025/6/22, 34, 12, , 4, , 
2025/6/23, 28, 8, , 4, , 
2025/6/24, 21, 24, , 8, , 
2025/6/25, 20, 10, , 5, , 
2025/6/26, 23, 11, , 8, , 
2025/6/27, 23, 19, , 13, , 
2025/6/28, 47, 26, , 12, , 
2025/6/29, 65, 18, , 6, , 
2025/6/30, 46, 19, , 6, , 
2025/7/1, 37, 17, , 8, , 
2025/1/2, 43, 21, , 23, , 
2025/1/3, 52, 20, , 17, , 
2025/1/4, 56, 21, , 17, , 
2025/1/5, 63, 24, , 12, , 
2025/1/6, 64, 5, , 5, , 
2025/1/7, 12, 10, , 10, , 
2025/1/8, 16, 11, , 11, , 
2025/1/9, 19, 11, , 6, , 
2025/1/10, 20, 12, , 9, , 
2025/1/11, 23, 11, , 10, , 
2025/1/12, 22, 11, , 13, , 
2025/1/13, 21, 18, , 28, , 
2025/1/14, 40, 15, , 24, , 
2025/1/15, 34, 33, , 34, , 
2025/1/16, 71, 29, , 27, , 
2025/1/17, 59, 14, , 14, , 
2025/1/18, 34, 20, , 20, , 
2025/1/19, 48, 21, , 19, , 
2025/1/20, 55, 21, , 25, , 
2025/1/21, 63, 15, , 19, , 
2025/1/22, 47, 11, , 14, , 
2025/1/23, 22, 15, , 18, , 
2025/1/24, 39, 13, , 14, , 
2025/1/25, 34, 8, , 6, , 
2025/1/26, 15, 8, , 8, , 
2025/1/27, 20, 7, , 3, , 
2025/1/28, 11, 7, , 5, , 
2025/1/29, 14, 10, , 11, , 
2025/1/30, 18, 7, , 10, , 
2025/1/31, 15, 14, , 20, , 
2025/2/1, 30, 22, , 24, , 
2025/2/2, 52, 13, , 17, , 
2025/2/3, 34, 9, , 15, , 
2025/2/4, 21, 19, , 22, , 
2025/2/5, 40, 20, , 23, , 
2025/2/6, 40, 20, , 22, , 
2025/2/7, 44, 23, , 22, , 
2025/2/8, 59, 10, , 9, , 
2025/2/9, 30, 28, , 24, , 
2025/2/10, 70, 30, , 23, , 
2025/2/11, 70, 22, , 16, , 
2025/2/12, 51, 10, , 10, , 
2025/2/13, 19, 22, , 16, , 
2025/2/14, 32, 25, , 24, , 
2025/2/15, 51, 24, , 23, , 
2025/2/16, 57, 15, , 13, , 
2025/2/17, 42, 22, , 18, , 
2025/2/18, 45, 28, , 22, , 
2025/2/19, 56, 26, , 16, , 
2025/2/20, 52, 23, , 18, , 
2025/2/21, 46, 27, , 19, , 
2025/2/22, 54, 14, , 7, , 
2025/2/23, 18, 11, , 12, , 
2025/2/24, 23, 13, , 16, , 
2025/2/25, 33, 8, , 8, , 
2025/2/26, 16, 8, , 14, , 
2025/2/27, 17, 18, , 22, , 
2025/2/28, 46, 17, , 13, , 
2025/3/1, 46, 9, , 7, , 
2025/3/2, 25, 7, , 8, , 
2025/3/3, 18, 7, , 11, , 
2025/3/4, 15, 14, , 14, , 
2025/3/5, 25, 16, , 16, , 
2025/3/6, 32, 13, , 15, , 
2025/3/7, 23, 19, , 12, , 
2025/3/8, 35, 9, , 7, , 
2025/3/9, 13, 7, , 6, , 
2025/3/10, 10, 6, , 9, , 
2025/3/11, 15, 12, , 13, , 
2025/3/12, 18, 10, , 10, , 
2025/3/13, 19, 14, , 13, , 
2025/3/14, 26, 8, , 8, , 
2025/3/15, 17, 10, , 10, , 
2025/3/16, 25, 8, , 7, , 
2025/3/17, 18, 10, , 16, , 
2025/3/18, 27, 8, , 12, , 
2025/3/19, 19, 10, , 8, , 
2025/3/20, 16, 18, , 9, , 
2025/3/21, 27, 9, , 7, , 
2025/3/22, 12, 7, , 4, , 
2025/3/23, 11, 9, , 7, , 
2025/3/24, 12, 8, , 10, , 
2025/3/25, 12, 5, , 10, , 
2025/3/26, 14, 10, , 11, , 
2025/3/27, 22, 13, , 8, , 
2025/3/28, 27, 9, , 9, , 
2025/3/29, 22, 13, , 11, , 
2025/3/30, 29, 9, , 10, , 
2025/3/31, 16, 12, , 13, , 
2025/4/1, 21, 27, , 18, , 
2024/10/2, 52, 9, , 5, , 
2024/10/3, 19, 8, , 6, , 
2024/10/4, 20, 12, , 12, , 
2024/10/5, 28, 11, , 8, , 
2024/10/6, 27, 43, , 1, , 
2024/10/7, 77, 35, , 7, , 
2024/10/8, 67, 10, , 5, , 
2024/10/9, 21, 10, , 5, , 
2024/10/10, 22, 8, , 7, , 
2024/10/11, 19, 14, , 13, , 
2024/10/12, 33, 11, , 9, , 
2024/10/13, 34, 11, , 12, , 
2024/10/14, 30, 31, , 16, , 
2024/10/15, 50, 34, , 7, , 
2024/10/16, 52, 10, , 5, , 
2024/10/17, 26, 6, , 4, , 
2024/10/18, 16, 9, , 9, , 
2024/10/19, 21, 11, , 11, , 
2024/10/20, 29, 15, , 9, , 
2024/10/21, 40, 22, , 16, , 
2024/10/22, 54, 14, , 10, , 
2024/10/23, 39, 15, , 12, , 
2024/10/24, 34, 16, , 13, , 
2024/10/25, 36, 18, , 14, , 
2024/10/26, 42, 5, , 5, , 
2024/10/27, 14, 5, , 6, , 
2024/10/28, 15, 7, , 7, , 
2024/10/29, 20, 10, , 8, , 
2024/10/30, 25, 37, , 9, , 
2024/10/31, 62, 77, , 11, , 
2024/11/1, 106, 24, , 12, , 
2024/11/2, 54, 14, , 7, , 
2024/11/3, 36, 14, , 10, , 
2024/11/4, 31, 19, , 13, , 
2024/11/5, 41, 31, , 19, , 
2024/11/6, 58, 28, , 19, , 
2024/11/7, 58, 22, , 15, , 
2024/11/8, 53, 22, , 19, , 
2024/11/9, 61, 28, , 21, , 
2024/11/10, 72, 15, , 18, , 
2024/11/11, 49, 10, , 13, , 
2024/11/12, 32, 10, , 9, , 
2024/11/13, 33, 7, , 8, , 
2024/11/14, 24, 10, , 12, , 
2024/11/15, 31, 21, , 10, , 
2024/11/16, 56, 18, , 12, , 
2024/11/17, 52, 22, , 17, , 
2024/11/18, 55, 22, , 20, , 
2024/11/19, 54, 27, , 16, , 
2024/11/20, 65, 10, , 8, , 
2024/11/21, 26, 6, , 4, , 
2024/11/22, 18, 7, , 10, , 
2024/11/23, 20, 15, , 16, , 
2024/11/24, 46, 14, , 12, , 
2024/11/25, 41, 17, , 10, , 
2024/11/26, 38, 19, , 23, , 
2024/11/27, 52, 21, , 23, , 
2024/11/28, 48, 26, , 24, , 
2024/11/29, 53, 39, , 28, , 
2024/11/30, 75, 36, , 18, , 
2024/12/1, 68, 54, , 32, , 
2024/12/2, 94, 46, , 27, , 
2024/12/3, 81, 30, , 15, , 
2024/12/4, 58, 12, , 13, , 
2024/12/5, 20, 24, , 28, , 
2024/12/6, 53, 28, , 23, , 
2024/12/7, 71, 17, , 11, , 
2024/12/8, 38, 7, , 9, , 
2024/12/9, 16, 8, , 12, , 
2024/12/10, 16, 17, , 19, , 
2024/12/11, 34, 10, , 13, , 
2024/12/12, 24, 12, , 16, , 
2024/12/13, 28, 12, , 15, , 
2024/12/14, 37, 33, , 23, , 
2024/12/15, 83, 24, , 22, , 
2024/12/16, 63, 14, , 22, , 
2024/12/17, 31, 25, , 29, , 
2024/12/18, 52, 39, , 32, , 
2024/12/19, 77, 33, , 18, , 
2024/12/20, 48, 12, , 21, , 
2024/12/21, 22, 13, , 25, , 
2024/12/22, 37, 22, , 22, , 
2024/12/23, 57, 10, , 15, , 
2024/12/24, 18, 14, , 22, , 
2024/12/25, 34, 13, , 19, , 
2024/12/26, 26, 29, , 30, , 
2024/12/27, 59, 19, , 19, , 
2024/12/28, 44, 20, , 23, , 
2024/12/29, 52, 17, , 20, , 
2024/12/30, 46, , , , , 
2024/7/2, 28, 10, , 7, , 
2024/7/3, 22, 33, , 15, , 
2024/7/4, 45, 52, , 21, , 
2024/7/5, 55, 154, , 70, , 
2024/7/6, 93, 38, , 5, , 
2024/7/7, 47, 20, , 3, , 
2024/7/8, 29, 37, , 8, , 
2024/7/9, 46, 35, , 8, , 
2024/7/10, 45, 29, , 6, , 
2024/7/11, 36, 23, , 7, , 
2024/7/12, 29, 24, , 8, , 
2024/7/13, 36, 17, , 3, , 
2024/7/14, 32, 12, , 3, , 
2024/7/15, 27, 13, , 4, , 
2024/7/16, 27, 16, , 7, , 
2024/7/17, 26, 22, , 12, , 
2024/7/18, 45, 25, , 13, , 
2024/7/19, 46, 36, , 15, , 
2024/7/20, 58, 21, , 6, , 
2024/7/21, 38, 8, , 3, , 
2024/7/22, 16, 13, , 10, , 
2024/7/23, 20, 20, , 10, , 
2024/7/24, 34, 23, , 11, , 
2024/7/25, 42, 22, , 6, , 
2024/7/26, 44, 28, , 7, , 
2024/7/27, 49, 25, , 5, , 
2024/7/28, 46, 27, , 3, , 
2024/7/29, 41, 45, , 8, , 
2024/7/30, 52, 38, , 7, , 
2024/7/31, 53, 34, , 10, , 
2024/8/1, 51, 20, , 10, , 
2024/8/2, 43, 27, , 8, , 
2024/8/3, 52, 19, , 5, , 
2024/8/4, 38, 18, , 3, , 
2024/8/5, 41, 21, , 7, , 
2024/8/6, 44, 19, , 10, , 
2024/8/7, 47, 23, , 10, , 
2024/8/8, 52, 28, , 11, , 
2024/8/9, 50, 31, , 13, , 
2024/8/10, 54, 28, , 7, , 
2024/8/11, 50, 25, , 4, , 
2024/8/12, 44, 27, , 5, , 
2024/8/13, 49, 21, , 5, , 
2024/8/14, 42, 12, , 4, , 
2024/8/15, 22, 8, , 2, , 
2024/8/16, 15, 12, , 4, , 
2024/8/17, 26, 12, , 3, , 
2024/8/18, 20, 11, , 3, , 
2024/8/19, 23, 25, , 5, , 
2024/8/20, 63, 29, , 7, , 
2024/8/21, 68, 30, , 4, , 
2024/8/22, 64, 28, , 6, , 
2024/8/23, 53, 21, , 8, , 
2024/8/24, 40, 25, , 5, , 
2024/8/25, 48, 18, , 5, , 
2024/8/26, 35, 24, , 5, , 
2024/8/27, 44, 25, , 6, , 
2024/8/28, 48, 37, , 9, , 
2024/8/29, 59, 28, , 7, , 
2024/8/30, 53, 22, , 6, , 
2024/8/31, 49, 17, , 5, , 
2024/9/1, 42, 21, , 4, , 
2024/9/2, 48, 22, , 7, , 
2024/9/3, 49, 17, , 8, , 
2024/9/4, 43, 8, , 6, , 
2024/9/5, 17, 12, , 8, , 
2024/9/6, 29, 13, , 8, , 
2024/9/7, 30, 10, , 6, , 
2024/9/8, 20, 11, , 12, , 
2024/9/9, 27, 15, , 15, , 
2024/9/10, 31, 19, , 12, , 
2024/9/11, 38, 17, , 12, , 
2024/9/12, 29, 12, , 8, , 
2024/9/13, 24, 9, , 5, , 
2024/9/14, 17, 16, , 10, , 
2024/9/15, 28, 17, , 13, , 
2024/9/16, 35, 10, , 7, , 
2024/9/17, 23, 12, , 8, , 
2024/9/18, 24, 21, , 7, , 
2024/9/19, 39, 18, , 9, , 
2024/9/20, 43, 19, , 11, , 
2024/9/21, 52, 17, , 6, , 
2024/9/22, 43, 21, , 8, , 
2024/9/23, 57, 23, , 9, , 
2024/9/24, 60, 15, , 10, , 
2024/9/25, 41, 14, , 4, , 
2024/9/26, 38, 8, , 3, , 
2024/9/27, 19, 10, , 6, , 
2024/9/28, 22, 7, , 6, , 
2024/9/29, 17, 11, , 11, , 
2024/9/30, 27, 21, , 24, , 
2024/10/1, 46, 26, , 23, , 
2024/4/2, 13, 12, , 13, , 
2024/4/3, 25, 8, , 7, , 
2024/4/4, 18, 18, , 16, , 
2024/4/5, 40, 19, , 19, , 
2024/4/6, 43, 38, , 16, , 
2024/4/7, 62, 47, , 12, , 
2024/4/8, 75, 10, , 5, , 
2024/4/9, 20, 7, , 9, , 
2024/4/10, 12, 15, , 12, , 
2024/4/11, 30, 13, , 13, , 
2024/4/12, 24, 23, , 18, , 
2024/4/13, 36, 24, , 18, , 
2024/4/14, 48, 27, , 13, , 
2024/4/15, 52, 39, , 16, , 
2024/4/16, 69, 25, , 11, , 
2024/4/17, 40, 8, , 7, , 
2024/4/18, 15, 10, , 8, , 
2024/4/19, 17, 16, , 10, , 
2024/4/20, 26, 17, , 10, , 
2024/4/21, 29, 11, , 5, , 
2024/4/22, 22, 12, , 6, , 
2024/4/23, 19, 9, , 8, , 
2024/4/24, 16, 11, , 8, , 
2024/4/25, 18, 13, , 14, , 
2024/4/26, 25, 14, , 7, , 
2024/4/27, 20, 6, , 4, , 
2024/4/28, 12, 6, , 8, , 
2024/4/29, 19, 9, , 9, , 
2024/4/30, 27, 10, , 10, , 
2024/5/1, 32, 7, , 3, , 
2024/5/2, 13, 4, , 3, , 
2024/5/3, 12, 7, , 5, , 
2024/5/4, 17, 9, , 3, , 
2024/5/5, 19, 8, , 3, , 
2024/5/6, 15, 7, , 7, , 
2024/5/7, 18, 10, , 10, , 
2024/5/8, 25, 10, , 13, , 
2024/5/9, 24, 15, , 16, , 
2024/5/10, 31, 18, , 14, , 
2024/5/11, 35, 15, , 6, , 
2024/5/12, 33, 14, , 10, , 
2024/5/13, 39, 18, , 11, , 
2024/5/14, 40, 7, , 5, , 
2024/5/15, 17, 6, , 3, , 
2024/5/16, 15, 7, , 5, , 
2024/5/17, 14, 7, , 5, , 
2024/5/18, 15, 7, , 6, , 
2024/5/19, 15, 7, , 6, , 
2024/5/20, 15, 6, , 9, , 
2024/5/21, 15, 8, , 8, , 
2024/5/22, 22, 9, , 7, , 
2024/5/23, 23, 12, , 9, , 
2024/5/24, 30, 17, , 8, , 
2024/5/25, 34, 15, , 7, , 
2024/5/26, 32, 13, , 12, , 
2024/5/27, 33, 13, , 10, , 
2024/5/28, 30, 20, , 9, , 
2024/5/29, 39, 19, , 12, , 
2024/5/30, 40, 19, , 9, , 
2024/5/31, 39, 12, , 7, , 
2024/6/1, 20, 12, , 4, , 
2024/6/2, 26, 9, , 4, , 
2024/6/3, 22, 16, , 7, , 
2024/6/4, 34, 18, , 9, , 
2024/6/5, 42, 23, , 11, , 
2024/6/6, 49, 32, , 14, , 
2024/6/7, 55, 46, , 10, , 
2024/6/8, 68, 32, , 7, , 
2024/6/9, 56, 13, , 6, , 
2024/6/10, 35, 11, , 8, , 
2024/6/11, 31, 12, , 6, , 
2024/6/12, 30, 10, , 6, , 
2024/6/13, 22, 13, , 7, , 
2024/6/14, 31, 17, , 13, , 
2024/6/15, 39, 9, , 4, , 
2024/6/16, 22, 12, , 6, , 
2024/6/17, 26, 12, , 6, , 
2024/6/18, 27, 16, , 10, , 
2024/6/19, 32, 12, , 6, , 
2024/6/20, 28, 7, , 7, , 
2024/6/21, 18, 10, , 10, , 
2024/6/22, 25, 10, , 9, , 
2024/6/23, 29, 9, , 4, , 
2024/6/24, 23, 9, , 8, , 
2024/6/25, 28, 22, , 12, , 
2024/6/26, 49, 23, , 9, , 
2024/6/27, 46, 34, , 11, , 
2024/6/28, 49, 26, , 5, , 
2024/6/29, 41, 11, , 2, , 
2024/6/30, 30, 11, , 3, , 
2024/7/1, 26, 13, , 7, , 
2024/1/2, 66, 26, , 27, , 
2024/1/3, 55, 9, , 16, , 
2024/1/4, 26, 9, , 19, , 
2024/1/5, 34, 4, , 8, , 
2024/1/6, 13, 4, , 7, , 
2024/1/7, 14, 7, , 16, , 
2024/1/8, 21, 22, , 33, , 
2024/1/9, 51, 19, , 25, , 
2024/1/10, 51, 18, , 18, , 
2024/1/11, 55, 9, , 16, , 
2024/1/12, 25, 13, , 23, , 
2024/1/13, 36, 24, , 30, , 
2024/1/14, 60, 23, , 24, , 
2024/1/15, 66, 9, , 11, , 
2024/1/16, 27, 16, , 12, , 
2024/1/17, 35, 7, , 8, , 
2024/1/18, 21, 7, , 8, , 
2024/1/19, 15, 5, , 14, , 
2024/1/20, 16, 6, , 13, , 
2024/1/21, 17, 16, , 19, , 
2024/1/22, 52, 32, , 29, , 
2024/1/23, 80, 40, , 35, , 
2024/1/24, 91, 36, , 44, , 
2024/1/25, 67, 40, , 44, , 
2024/1/26, 73, 37, , 44, , 
2024/1/27, 66, 22, , 29, , 
2024/1/28, 49, 19, , 25, , 
2024/1/29, 48, 23, , 22, , 
2024/1/30, 51, 33, , 28, , 
2024/1/31, 72, 35, , 26, , 
2024/2/1, 74, 39, , 34, , 
2024/2/2, 71, 32, , 29, , 
2024/2/3, 56, 22, , 23, , 
2024/2/4, 49, 20, , 28, , 
2024/2/5, 52, 32, , 39, , 
2024/2/6, 64, 36, , 29, , 
2024/2/7, 75, 23, , 12, , 
2024/2/8, 54, 26, , 14, , 
2024/2/9, 48, 7, , 12, , 
2024/2/10, 20, 5, , 6, , 
2024/2/11, 15, 6, , 7, , 
2024/2/12, 15, 6, , 8, , 
